Tier,Country,City,University,Latitude,Longitude,Course,MinCGPA,MinIELTS,GRE,TuitionUSD,LivingCostUSD,AvgSalaryUSD,AcceptanceRate,JobMarketScore,ROI,VisaDifficulty,SelectionDifficulty
Tier3,India,Chennai,Chennai School of Technology 4,13.1346,80.2909,Mechanical,7.9,6.2,309,21765,15042,83501,27,66,2.27,1,102.8
Tier1,India,Chennai,Chennai University of Engineering 5,12.9819,80.3202,Computer Science,6.2,7.2,323,28865,10097,105415,61,92,2.71,10,99.3
Tier2,India,Chennai,Chennai Technical University 6,13.1355,80.3181,Mechanical,9.3,6.0,296,8873,16028,69269,81,91,2.78,10,100.0
Tier2,India,Chennai,Chennai Technical University 7,13.0639,80.1231,Computer Science,9.0,7.3,335,6003,11788,114787,74,53,6.45,7,101.2
Tier1,India,Chennai,Chennai Institute of Technology 8,12.9408,80.1965,Civil,9.1,6.9,327,53713,14616,89464,82,95,1.31,5,92.1
Tier2,India,Chennai,Chennai College of Engineering 9,12.9657,80.2701,Computer Science,7.4,7.6,320,17716,15050,93033,51,75,2.84,6,103.9
Tier2,India,Chennai,Chennai Polytechnic University 10,13.0005,80.1515,Computer Science,8.4,6.6,292,22376,13014,82218,16,57,2.32,2,114.4
Tier2,India,Chennai,Chennai College of Engineering 11,12.9828,80.3092,AI & Data Science,8.1,7.9,335,13008,9527,58878,57,67,2.61,5,103.6
Tier3,India,Chennai,Chennai College of Engineering 12,12.9473,80.1569,AI & Data Science,6.3,7.7,318,44221,19373,59763,31,88,0.94,4,104.8
Tier3,India,Chennai,Chennai University of Engineering 13,13.0751,80.218,Computer Science,8.5,7.2,309,1888,16052,68539,79,61,3.82,9,99.8
Tier3,India,Chennai,Chennai Technical University 14,13.1817,80.1809,Civil,7.9,7.7,313,6890,11537,109329,83,98,5.93,8,94.8
Tier1,India,Chennai,Chennai University of Engineering 15,12.9862,80.2333,Computer Science,6.5,6.0,300,15455,15573,58950,74,98,1.9,9,87.5
Tier2,India,Chennai,Chennai National Institute of Technology 16,13.2209,80.367,Electrical,9.4,6.5,300,27419,20676,106962,14,60,2.22,6,128.0
Tier1,India,Chennai,Chennai University of Engineering 17,13.1582,80.1583,Computer Science,6.1,7.7,318,58228,16249,95011,46,97,1.28,1,90.3
Tier2,India,Chennai,Chennai Technical University 18,13.0238,80.3196,Computer Science,6.3,6.7,328,3230,14802,104844,79,98,5.81,1,70.8
Tier3,India,Chennai,Chennai Technical University 19,13.007,80.3644,AI & Data Science,6.2,7.7,340,16909,15237,83216,49,80,2.59,7,101.3
Tier1,India,Chennai,Chennai Polytechnic University 20,12.9758,80.4031,Computer Science,9.5,6.6,309,11970,10211,71492,16,71,3.22,6,127.9
Tier3,India,Chennai,Chennai Polytechnic University 21,12.9481,80.1285,Electrical,6.2,6.9,290,49256,14153,112544,79,67,1.77,5,79.1
Tier3,India,Chennai,Chennai University of Engineering 22,12.9879,80.2154,AI & Data Science,7.6,7.4,320,49503,11920,103883,23,74,1.69,2,110.1
Tier1,India,Chennai,Chennai Technical University 23,13.0289,80.1387,Civil,9.3,7.2,296,34404,16850,48126,90,65,0.94,10,100.3
Tier1,India,Chennai,Chennai Polytechnic University 24,12.9776,80.2521,Computer Science,7.2,6.4,332,35134,11905,88844,81,98,1.89,2,75.1
Tier3,India,Chennai,Chennai Technical University 25,12.9813,80.1977,Computer Science,6.0,7.2,293,8293,20425,64206,12,88,2.24,6,114.8
Tier2,India,Chennai,Chennai School of Technology 26,13.085,80.149,Electrical,7.6,7.9,294,42942,8191,55197,46,76,1.08,3,102.6
Tier2,India,Chennai,Chennai College of Engineering 27,13.1211,80.2685,Computer Science,6.7,6.8,312,26421,8083,43354,79,54,1.26,9,89.2
Tier2,India,Chennai,Chennai Polytechnic University 28,13.0253,80.2576,Civil,6.0,6.2,311,33278,11267,73798,56,71,1.66,2,80.8
Tier3,India,Chennai,Chennai University of Engineering 29,13.0934,80.3222,Computer Science,9.1,7.6,309,34100,19867,97038,27,87,1.8,10,132.4
Tier3,India,Chennai,Chennai College of Engineering 30,12.9492,80.246,Mechanical,6.9,6.1,337,7054,15986,41455,27,74,1.8,4,103.4
Tier1,India,Chennai,Chennai University of Engineering 31,12.9786,80.1669,Computer Science,9.0,6.6,305,17755,16653,113707,66,93,3.3,7,102.4
Tier1,India,Chennai,Chennai Polytechnic University 32,13.0911,80.3797,Electrical,6.5,6.6,291,18566,18816,62715,84,66,1.68,2,70.9
Tier2,India,Chennai,Chennai Polytechnic University 33,13.0173,80.2428,Computer Science,6.2,8.0,325,37427,10584,55499,84,83,1.16,10,91.0
Tier1,India,Chennai,Chennai Polytechnic University 34,13.105,80.2156,Civil,6.6,7.9,313,9032,11327,122258,6,58,6.0,8,127.6
Tier1,India,Chennai,Chennai Polytechnic University 35,12.9983,80.4116,Electrical,6.5,7.6,307,17109,9762,70561,42,77,2.63,6,103.9
Tier2,India,Chennai,Chennai University of Engineering 36,13.0459,80.3732,Mechanical,7.1,6.1,318,10128,21771,119432,84,68,3.74,8,83.9
Tier3,India,Chennai,Chennai National Institute of Technology 37,13.0586,80.3066,Computer Science,7.1,6.5,291,11177,8538,47358,26,66,2.4,1,100.5
Tier1,India,Chennai,Chennai Polytechnic University 38,13.1843,80.1236,Mechanical,9.4,7.2,298,22153,20364,125327,31,82,2.95,7,124.3
Tier2,India,Chennai,Chennai National Institute of Technology 39,13.1988,80.3219,Civil,7.9,7.3,302,24667,21854,94188,42,97,2.02,3,103.7
Tier3,India,Chennai,Chennai Institute of Technology 40,13.2247,80.156,AI & Data Science,8.2,7.9,312,13428,17625,40199,19,88,1.29,2,117.1
Tier1,India,Chennai,Chennai Institute of Technology 41,13.0352,80.1431,AI & Data Science,7.4,8.0,292,51807,14899,122359,89,82,1.83,1,76.5
Tier2,India,Chennai,Chennai Technical University 42,12.9839,80.2286,Computer Science,7.3,7.2,311,3850,15841,75549,48,66,3.84,9,109.3
Tier3,India,Chennai,Chennai National Institute of Technology 43,13.0312,80.1632,AI & Data Science,7.6,6.3,294,29920,19299,107985,45,50,2.19,4,98.7
Tier3,India,Chennai,Chennai Technical University 44,12.9967,80.2101,AI & Data Science,9.0,7.1,321,34179,8890,62878,73,97,1.46,2,90.9
Tier2,India,Chennai,Chennai Institute of Technology 45,12.9384,80.4136,Civil,7.2,6.7,340,5234,10459,69890,51,83,4.45,2,91.3
Tier3,India,Chennai,Chennai Technical University 46,13.0745,80.1979,Civil,7.8,7.4,327,51853,11630,77208,65,66,1.22,5,96.1
Tier2,India,Chennai,Chennai College of Engineering 47,13.1424,80.3724,Electrical,7.1,7.2,333,13246,8361,122595,87,73,5.67,1,72.8
Tier3,India,Chennai,Chennai College of Engineering 48,13.127,80.1799,Civil,7.2,6.0,310,42348,16029,56555,34,85,0.97,5,103.0
Tier2,India,Chennai,Chennai Technical University 49,13.1483,80.4084,Computer Science,9.4,8.0,318,42359,21600,65157,74,91,1.02,6,104.0
Tier1,India,Chennai,Chennai College of Engineering 50,12.9947,80.1462,AI & Data Science,9.4,7.6,338,54951,12983,98041,70,77,1.44,4,100.4
Tier3,India,Chennai,Chennai National Institute of Technology 51,13.0625,80.3588,AI & Data Science,7.2,7.0,297,57089,19147,118356,38,83,1.55,8,111.0
Tier3,India,Chennai,Chennai Technical University 52,12.9769,80.2693,Electrical,9.3,7.9,295,45011,20039,96577,30,53,1.48,3,119.1
Tier1,India,Chennai,Chennai Polytechnic University 53,12.9766,80.3087,Electrical,9.2,7.4,294,30890,12436,46305,39,100,1.07,3,112.1
Tier1,India,Chennai,Chennai National Institute of Technology 54,13.2016,80.3298,Civil,9.4,6.2,328,41102,14285,59574,42,73,1.08,10,120.8
Tier2,India,Chennai,Chennai College of Engineering 55,13.0949,80.1317,Mechanical,8.4,6.9,310,4366,11032,60982,12,71,3.96,3,119.6
Tier1,India,Chennai,Chennai College of Engineering 56,13.2324,80.3437,Electrical,8.9,6.2,312,59041,17679,40558,78,90,0.53,6,92.3
Tier3,India,Chennai,Chennai School of Technology 57,13.0848,80.2866,Civil,7.1,7.9,324,11681,8770,96899,57,68,4.74,10,108.6
Tier1,India,Chennai,Chennai School of Technology 58,13.0524,80.217,Civil,6.8,7.7,297,47578,13804,42821,66,99,0.7,1,83.8
Tier1,India,Chennai,Chennai National Institute of Technology 59,12.9791,80.3772,Civil,6.4,7.0,332,54065,16570,87477,18,50,1.24,4,109.0
Tier3,India,Chennai,Chennai National Institute of Technology 60,13.0315,80.2026,Electrical,6.7,7.3,321,36031,20375,124659,90,53,2.21,4,75.7
Tier3,India,Hyderabad,Hyderabad Polytechnic University 1,17.4523,78.5635,Civil,6.2,6.7,340,28873,17074,107031,70,89,2.33,8,88.8
Tier2,India,Hyderabad,Hyderabad National Institute of Technology 2,17.4352,78.3469,Civil,8.3,7.9,319,59289,15513,42736,68,56,0.57,6,101.1
Tier3,India,Hyderabad,Hyderabad University of Engineering 3,17.4555,78.3468,Mechanical,6.8,7.7,316,58344,11017,83922,81,95,1.21,8,90.3
Tier1,India,Hyderabad,Hyderabad University of Engineering 4,17.4809,78.3671,AI & Data Science,7.5,6.7,292,37314,11014,129464,23,64,2.68,8,118.8
Tier1,India,Hyderabad,Hyderabad Technical University 5,17.2426,78.4504,AI & Data Science,8.2,7.0,302,47849,12993,81876,7,58,1.35,6,127.5
Tier3,India,Hyderabad,Hyderabad Polytechnic University 6,17.3163,78.594,Computer Science,7.5,6.8,300,51133,14622,97530,78,83,1.48,1,77.7
Tier3,India,Hyderabad,Hyderabad Technical University 7,17.4528,78.528,Computer Science,6.7,7.2,332,1938,21676,52132,17,87,2.21,1,105.8
Tier3,India,Hyderabad,Hyderabad School of Technology 8,17.3073,78.4435,AI & Data Science,9.5,6.5,338,40099,8666,110026,30,56,2.26,4,116.5
Tier2,India,Hyderabad,Hyderabad University of Engineering 9,17.4804,78.4781,AI & Data Science,8.0,7.2,295,55222,9742,47362,54,51,0.73,8,107.8
Tier3,India,Hyderabad,Hyderabad National Institute of Technology 10,17.4978,78.5397,Electrical,7.2,6.9,321,30391,17815,95880,34,90,1.99,8,112.6
Tier1,India,Hyderabad,Hyderabad University of Engineering 11,17.3267,78.3846,Civil,7.3,7.9,323,5042,8301,64351,77,56,4.82,1,81.6
Tier1,India,Hyderabad,Hyderabad National Institute of Technology 12,17.2383,78.4102,Mechanical,7.9,6.1,336,19694,15104,72913,69,68,2.1,10,99.4
Tier1,India,Hyderabad,Hyderabad University of Engineering 13,17.4027,78.5675,AI & Data Science,8.0,6.2,333,50831,21759,112554,29,76,1.55,5,110.3
Tier2,India,Hyderabad,Hyderabad University of Engineering 14,17.5338,78.5703,Computer Science,8.5,7.6,319,17488,14105,126845,42,67,4.01,6,113.9
Tier2,India,Hyderabad,Hyderabad Technical University 15,17.4163,78.49,Mechanical,8.3,6.8,325,58960,8865,84537,11,99,1.25,4,121.2
Tier1,India,Hyderabad,Hyderabad National Institute of Technology 16,17.4221,78.3632,Computer Science,6.9,6.0,339,47902,8129,100296,9,54,1.79,3,110.0
Tier3,India,Hyderabad,Hyderabad Technical University 17,17.4147,78.5153,Computer Science,6.9,6.7,310,46325,11436,94691,28,64,1.64,8,113.3
Tier3,India,Hyderabad,Hyderabad College of Engineering 18,17.4041,78.3377,Electrical,6.9,7.0,315,46006,12066,100878,86,63,1.74,1,71.5
Tier2,India,Hyderabad,Hyderabad Polytechnic University 19,17.2717,78.3528,Electrical,7.9,7.0,315,9291,17768,64744,46,71,2.39,5,104.5
Tier2,India,Hyderabad,Hyderabad School of Technology 20,17.276,78.5913,Electrical,7.3,7.1,314,53122,17577,114599,63,56,1.62,1,85.4
Tier1,India,Hyderabad,Hyderabad School of Technology 21,17.4409,78.4815,Civil,9.1,6.0,327,52784,20490,91556,58,52,1.25,5,100.5
Tier2,India,Hyderabad,Hyderabad Institute of Technology 22,17.3063,78.5573,Mechanical,7.3,6.6,333,19455,8600,124674,68,71,4.44,7,92.9
Tier3,India,Hyderabad,Hyderabad College of Engineering 23,17.3428,78.4961,Computer Science,8.6,7.5,332,29778,8829,85458,15,77,2.21,7,129.5
Tier3,India,Hyderabad,Hyderabad Technical University 24,17.3504,78.3422,Mechanical,7.3,6.9,323,6972,15990,120249,15,71,5.24,3,112.6
Tier3,India,Hyderabad,Hyderabad National Institute of Technology 25,17.2944,78.4782,Civil,6.6,7.1,324,56708,12485,119830,34,50,1.73,3,100.4
Tier2,India,Hyderabad,Hyderabad Polytechnic University 26,17.4668,78.4552,Computer Science,6.7,7.4,313,40765,17872,51319,51,50,0.88,4,95.6
Tier2,India,Hyderabad,Hyderabad National Institute of Technology 27,17.2833,78.4645,Mechanical,7.8,6.4,320,35235,9240,47153,12,97,1.06,4,116.6
Tier3,India,Hyderabad,Hyderabad School of Technology 28,17.2678,78.5114,Mechanical,7.1,7.5,315,42301,9933,129439,76,59,2.48,10,97.5
Tier1,India,Hyderabad,Hyderabad College of Engineering 29,17.36,78.5014,Civil,6.7,6.3,333,44982,20964,78147,76,84,1.18,1,72.7
Tier3,India,Hyderabad,Hyderabad University of Engineering 30,17.2452,78.5983,Electrical,7.8,7.8,313,21545,9496,84278,54,56,2.71,7,107.2
Tier3,India,Hyderabad,Hyderabad National Institute of Technology 31,17.2749,78.3779,Civil,8.3,7.4,320,49108,17539,83264,17,55,1.25,10,132.6
Tier2,India,Hyderabad,Hyderabad Institute of Technology 32,17.4235,78.4905,Electrical,7.2,7.6,329,56802,13993,81732,23,73,1.15,7,118.9
Tier1,India,Hyderabad,Hyderabad College of Engineering 33,17.4422,78.5342,Civil,6.3,7.1,319,53427,11628,105612,44,57,1.62,9,105.9
Tier2,India,Hyderabad,Hyderabad College of Engineering 34,17.3415,78.6006,Electrical,8.2,6.9,326,58858,10305,115593,65,51,1.67,2,90.1
Tier1,India,Hyderabad,Hyderabad School of Technology 35,17.2563,78.4269,Civil,9.2,7.4,298,2637,12146,81366,88,93,5.5,6,93.6
Tier2,India,Hyderabad,Hyderabad National Institute of Technology 36,17.4681,78.5202,AI & Data Science,6.4,6.2,303,8776,12745,95903,25,85,4.46,9,112.3
Tier1,India,Hyderabad,Hyderabad University of Engineering 37,17.3553,78.4273,Mechanical,8.2,8.0,297,22477,17592,69761,88,59,1.74,1,81.0
Tier3,India,Hyderabad,Hyderabad School of Technology 38,17.4948,78.6123,Civil,6.8,6.3,291,16370,20995,96240,66,81,2.58,1,78.2
Tier1,India,Hyderabad,Hyderabad Technical University 39,17.5323,78.3868,Civil,8.4,6.0,291,22739,18622,125755,16,83,3.04,7,122.0
Tier2,India,Hyderabad,Hyderabad Technical University 40,17.2581,78.4618,Mechanical,7.9,7.7,308,21833,17310,64289,25,62,1.64,10,127.8
Tier1,India,Hyderabad,Hyderabad Institute of Technology 41,17.4918,78.5141,Electrical,8.6,7.2,290,18590,20406,99780,53,77,2.56,10,115.3
Tier3,India,Hyderabad,Hyderabad National Institute of Technology 42,17.3807,78.4837,Civil,9.4,7.7,294,53106,15727,65490,53,95,0.95,4,109.3
Tier1,India,Hyderabad,Hyderabad Technical University 43,17.2911,78.3385,Electrical,6.0,7.1,295,45623,9504,102161,62,96,1.85,7,91.4
Tier3,India,Hyderabad,Hyderabad University of Engineering 44,17.2459,78.5719,Computer Science,8.7,6.2,309,59162,20807,112723,80,53,1.41,8,94.3
Tier2,India,Hyderabad,Hyderabad University of Engineering 45,17.5247,78.3908,Mechanical,7.8,6.8,326,2522,9145,65958,40,86,5.65,3,102.2
Tier1,India,Hyderabad,Hyderabad College of Engineering 46,17.3195,78.6334,Mechanical,6.2,6.8,300,40919,9788,53155,58,88,1.05,8,95.2
Tier3,India,Hyderabad,Hyderabad National Institute of Technology 47,17.263,78.4078,Computer Science,9.5,6.4,328,50606,13586,53363,33,78,0.83,7,120.6
Tier2,India,Hyderabad,Hyderabad National Institute of Technology 48,17.3196,78.4658,Electrical,9.4,6.8,298,36152,20912,78850,10,83,1.38,2,123.2
Tier1,India,Hyderabad,Hyderabad College of Engineering 49,17.3228,78.4887,Electrical,9.1,6.3,322,46006,17597,114809,36,75,1.81,5,112.7
Tier2,India,Hyderabad,Hyderabad Technical University 50,17.3504,78.4015,Mechanical,9.2,6.2,316,39426,21124,98512,70,96,1.63,7,99.8
Tier2,India,Hyderabad,Hyderabad Technical University 51,17.533,78.5226,Mechanical,7.8,6.9,322,29838,19523,43223,15,55,0.88,8,125.1
Tier2,India,Hyderabad,Hyderabad Polytechnic University 52,17.3415,78.4365,AI & Data Science,9.3,6.3,336,38361,18518,128072,77,89,2.25,1,85.2
Tier2,India,Hyderabad,Hyderabad University of Engineering 53,17.3185,78.3378,Computer Science,7.3,6.9,290,38938,18169,43938,29,56,0.77,3,105.6
Tier3,India,Hyderabad,Hyderabad University of Engineering 54,17.2681,78.4307,Computer Science,7.7,8.0,314,4847,8393,48937,27,52,3.7,5,117.0
Tier1,India,Hyderabad,Hyderabad Technical University 55,17.5349,78.5163,Civil,6.4,7.7,309,49706,18553,128043,37,79,1.88,6,106.3
Tier2,India,Hyderabad,Hyderabad Institute of Technology 56,17.4554,78.3656,Civil,6.7,7.4,290,1934,18876,113543,36,77,5.46,5,105.1
Tier2,India,Hyderabad,Hyderabad College of Engineering 57,17.3455,78.4143,AI & Data Science,9.2,6.5,300,56701,13242,125734,62,53,1.8,10,111.0
Tier1,India,Hyderabad,Hyderabad School of Technology 58,17.361,78.6209,Electrical,9.4,6.6,326,54835,8325,73372,17,69,1.16,10,134.9
Tier2,India,Hyderabad,Hyderabad Institute of Technology 59,17.4863,78.5501,Civil,9.1,7.1,328,30016,20304,64004,57,86,1.27,8,111.4
Tier2,India,Hyderabad,Hyderabad College of Engineering 60,17.2733,78.4857,Civil,8.7,7.1,302,49369,9097,99692,51,92,1.71,1,98.4
Tier2,India,Pune,Pune College of Engineering 1,18.4947,73.734,Computer Science,8.4,7.8,290,36529,13484,84018,77,72,1.68,6,96.7
Tier3,India,Pune,Pune National Institute of Technology 2,18.4617,73.8443,AI & Data Science,8.7,7.2,309,23564,21136,56109,13,92,1.26,9,133.8
Tier1,India,Pune,Pune Technical University 3,18.6304,73.7612,AI & Data Science,7.2,6.3,309,35879,15553,126558,54,82,2.46,10,104.2
Tier2,India,Pune,Pune College of Engineering 4,18.5765,73.9646,Mechanical,6.2,8.0,317,18603,18818,49200,48,89,1.31,7,103.0
Tier1,India,Pune,Pune National Institute of Technology 5,18.6099,73.8562,Computer Science,6.9,7.6,327,48345,19142,103590,17,75,1.53,2,110.4
Tier3,India,Pune,Pune National Institute of Technology 6,18.4459,73.8801,Civil,7.5,6.8,337,6550,12844,76726,29,58,3.96,7,114.2
Tier3,India,Pune,Pune Technical University 7,18.5743,73.7529,Mechanical,7.0,6.8,340,41095,14192,88245,30,87,1.6,10,117.2
Tier1,India,Pune,Pune University of Engineering 8,18.3904,73.7445,AI & Data Science,6.6,6.3,308,10705,10005,97813,84,66,4.72,3,72.2
Tier3,India,Pune,Pune University of Engineering 9,18.637,73.8031,Computer Science,8.5,7.7,291,32210,17081,50216,70,86,1.02,8,104.3
Tier1,India,Pune,Pune College of Engineering 10,18.4193,73.8189,Electrical,8.3,6.7,310,30691,18929,88943,57,72,1.79,10,109.8
Tier1,India,Pune,Pune National Institute of Technology 11,18.4806,73.8645,AI & Data Science,8.0,7.0,295,39168,13182,74350,34,60,1.42,10,121.0
Tier2,India,Pune,Pune Institute of Technology 12,18.4916,73.7931,AI & Data Science,8.8,6.7,340,20179,18568,129925,9,66,3.35,5,126.3
Tier2,India,Pune,Pune Polytechnic University 13,18.6391,73.9131,AI & Data Science,7.4,7.9,308,55193,12360,54188,24,65,0.8,9,124.6
Tier2,India,Pune,Pune School of Technology 14,18.6106,73.7405,Electrical,9.4,7.1,292,41265,16431,112665,32,77,1.95,5,119.4
Tier2,India,Pune,Pune College of Engineering 15,18.3977,73.7401,Civil,6.9,6.8,308,54739,9141,66214,79,90,1.04,5,82.2
Tier3,India,Pune,Pune Institute of Technology 16,18.417,73.7895,Civil,6.7,7.2,316,31139,9496,61846,32,61,1.52,3,102.3
Tier1,India,Pune,Pune Polytechnic University 17,18.5362,73.7925,Electrical,8.4,6.7,333,42580,12869,89943,12,57,1.62,3,118.8
Tier2,India,Pune,Pune Polytechnic University 18,18.4475,73.9488,Civil,9.3,7.9,308,19782,8594,122937,75,100,4.33,4,98.6
Tier2,India,Pune,Pune Institute of Technology 19,18.4865,73.8527,Mechanical,6.3,6.2,305,52732,14376,118967,71,55,1.77,3,76.8
Tier3,India,Pune,Pune College of Engineering 20,18.6252,73.9364,Computer Science,7.1,6.6,302,44485,19288,80984,49,61,1.27,6,99.4
Tier3,India,Pune,Pune National Institute of Technology 21,18.5069,73.9506,Electrical,8.2,6.0,299,3498,14454,108638,49,86,6.05,1,92.5
Tier2,India,Pune,Pune Technical University 22,18.5199,73.998,Civil,7.5,6.6,316,11396,11671,129751,26,78,5.62,4,108.9
Tier1,India,Pune,Pune Technical University 23,18.5722,73.7226,Mechanical,6.8,6.9,293,47720,10436,116907,6,63,2.01,9,126.6
Tier3,India,Pune,Pune Polytechnic University 24,18.5308,73.7556,Civil,8.3,6.0,330,27697,14407,97264,85,78,2.31,9,91.0
Tier3,India,Pune,Pune National Institute of Technology 25,18.5749,73.7999,Computer Science,8.1,6.8,291,6415,14768,118274,35,88,5.58,7,114.2
Tier3,India,Pune,Pune National Institute of Technology 26,18.38,73.7762,Civil,8.7,7.5,290,44211,13332,92769,82,53,1.61,10,102.5
Tier2,India,Pune,Pune Institute of Technology 27,18.6679,73.9417,Electrical,9.2,6.3,316,18404,9889,40285,57,71,1.42,3,98.7
Tier1,India,Pune,Pune College of Engineering 28,18.6195,73.9454,Electrical,6.8,6.7,292,29669,17722,77204,22,53,1.63,3,105.8
Tier2,India,Pune,Pune College of Engineering 29,18.4015,73.8675,AI & Data Science,8.5,6.2,293,13124,19511,93312,47,97,2.86,1,95.8
Tier1,India,Pune,Pune Polytechnic University 30,18.6006,73.9157,Mechanical,9.0,7.6,335,783,16585,57078,30,94,3.29,8,126.4
Tier3,India,Pune,Pune School of Technology 31,18.6187,73.7876,Computer Science,7.9,6.1,324,37418,12909,93539,26,75,1.86,3,106.9
Tier1,India,Pune,Pune College of Engineering 32,18.6483,73.9992,AI & Data Science,8.3,7.4,305,28294,18452,123579,68,62,2.64,2,91.1
Tier1,India,Pune,Pune College of Engineering 33,18.6415,73.9313,Computer Science,7.3,6.7,313,12903,18720,122927,34,78,3.89,1,98.3
Tier1,India,Pune,Pune National Institute of Technology 34,18.5747,73.7982,AI & Data Science,6.2,6.0,308,47467,17753,43377,10,76,0.67,10,120.0
Tier2,India,Pune,Pune Polytechnic University 35,18.5189,73.7686,AI & Data Science,8.8,6.3,313,24467,15583,100851,20,91,2.52,8,125.2
Tier1,India,Pune,Pune University of Engineering 36,18.6199,73.7581,Computer Science,9.1,6.4,294,903,21260,65556,57,58,2.96,5,102.6
Tier1,India,Pune,Pune National Institute of Technology 37,18.6262,73.7622,Mechanical,7.9,8.0,316,48101,10265,120650,41,71,2.07,9,119.0
Tier2,India,Pune,Pune Technical University 38,18.3873,73.7094,Computer Science,7.9,6.7,307,16030,10184,50727,88,52,1.94,7,86.3
Tier3,India,Pune,Pune University of Engineering 39,18.5084,73.8207,Civil,6.9,7.7,326,16678,21157,127951,15,51,3.38,8,123.8
Tier1,India,Pune,Pune Institute of Technology 40,18.4432,73.8548,Mechanical,8.6,7.7,340,638,21332,99343,13,78,4.52,8,133.3
